제작자,차명,생산기간,생산기간,리콜개시일,리콜사유
메르세데스벤츠코리아(주),GLB 250 4MATIC,2019-05-16,2020-01-07,2020-10-23,공급업체의 생산 공정상 오류로 인해 리어스포일러가 사양에 맞지 않게 제작되었을 수 있습니다. 리어스포일러의 상부 커버가 스포일러 본체에 제대로 용접이 되지 않았을 수 있습니다.
메르세데스벤츠코리아(주),C 220 d,2018-04-12,2018-04-12,2020-10-23,"생산 공정에서 전조등의 조사 범위가 사양에 맞지 않게 조정 되었을 수 있습니다. 전조등이 너무 낮게 조정된 경우 전조 범위가 줄어들 수 있고, 반대로 너무 높게 조정된 경우는 마주오는 차량 운전자의 눈부심을 유발할 수 있습니다."
메르세데스벤츠코리아(주),AMG C 43 4MATIC,2018-04-04,2018-04-16,2020-10-23,"생산 공정에서 전조등의 조사 범위가 사양에 맞지 않게 조정 되었을 수 있습니다. 전조등이 너무 낮게 조정된 경우 전조 범위가 줄어들 수 있고, 반대로 너무 높게 조정된 경우는 마주오는 차량 운전자의 눈부심을 유발할 수 있습니다."
비엠더블유코리아(주),BMW X5 M,2019-12-19,2020-07-11,2020-10-26,"‘자동차 및 자동차부품의 성능과 기준에 관한 규칙’ 제40조의3(주차등) 조항에 따르면, 길이가 600센티미터 이하, 너비가 200센티미터 이하인 자동차에 주차등 설치를 허용하고 있으며, 설치 하려는 때에는 별표6의32 기준을 충족할 것을 요구하고 있습니다. 그리고 동 규칙 제47조 제3항에 따르면, 제40조의3에 규정되지 아니한 등화나 반사기 등을 설치하는 것은 금지되고 있습니다. *주차등: 이면도로 등에 주차된 차량의 추돌사고 등을 방지하기 위한 목적으로 차량의 위치를 알리고자 주차 후 좌측 또는 우측의 후미등을 켤 수 있도록 하는 기능"
비엠더블유코리아(주),BMW X5 M50d,2018-08-17,2020-07-10,2020-10-26,"‘자동차 및 자동차부품의 성능과 기준에 관한 규칙’ 제40조의3(주차등) 조항에 따르면, 길이가 600센티미터 이하, 너비가 200센티미터 이하인 자동차에 주차등 설치를 허용하고 있으며, 설치 하려는 때에는 별표6의32 기준을 충족할 것을 요구하고 있습니다. 그리고 동 규칙 제47조 제3항에 따르면, 제40조의3에 규정되지 아니한 등화나 반사기 등을 설치하는 것은 금지되고 있습니다. *주차등: 이면도로 등에 주차된 차량의 추돌사고 등을 방지하기 위한 목적으로 차량의 위치를 알리고자 주차 후 좌측 또는 우측의 후미등을 켤 수 있도록 하는 기능"
비엠더블유코리아(주),BMW X5 M50i,2020-06-09,2020-07-16,2020-10-26,"‘자동차 및 자동차부품의 성능과 기준에 관한 규칙’ 제40조의3(주차등) 조항에 따르면, 길이가 600센티미터 이하, 너비가 200센티미터 이하인 자동차에 주차등 설치를 허용하고 있으며, 설치 하려는 때에는 별표6의32 기준을 충족할 것을 요구하고 있습니다. 그리고 동 규칙 제47조 제3항에 따르면, 제40조의3에 규정되지 아니한 등화나 반사기 등을 설치하는 것은 금지되고 있습니다. *주차등: 이면도로 등에 주차된 차량의 추돌사고 등을 방지하기 위한 목적으로 차량의 위치를 알리고자 주차 후 좌측 또는 우측의 후미등을 켤 수 있도록 하는 기능"
비엠더블유코리아(주),BMW X5 xDrive30d,2018-08-20,2020-07-22,2020-10-26,"‘자동차 및 자동차부품의 성능과 기준에 관한 규칙’ 제40조의3(주차등) 조항에 따르면, 길이가 600센티미터 이하, 너비가 200센티미터 이하인 자동차에 주차등 설치를 허용하고 있으며, 설치 하려는 때에는 별표6의32 기준을 충족할 것을 요구하고 있습니다. 그리고 동 규칙 제47조 제3항에 따르면, 제40조의3에 규정되지 아니한 등화나 반사기 등을 설치하는 것은 금지되고 있습니다. *주차등: 이면도로 등에 주차된 차량의 추돌사고 등을 방지하기 위한 목적으로 차량의 위치를 알리고자 주차 후 좌측 또는 우측의 후미등을 켤 수 있도록 하는 기능"
비엠더블유코리아(주),BMW X5 xDrive40d,2020-07-07,2020-07-27,2020-10-26,"‘자동차 및 자동차부품의 성능과 기준에 관한 규칙’ 제40조의3(주차등) 조항에 따르면, 길이가 600센티미터 이하, 너비가 200센티미터 이하인 자동차에 주차등 설치를 허용하고 있으며, 설치 하려는 때에는 별표6의32 기준을 충족할 것을 요구하고 있습니다. 그리고 동 규칙 제47조 제3항에 따르면, 제40조의3에 규정되지 아니한 등화나 반사기 등을 설치하는 것은 금지되고 있습니다. *주차등: 이면도로 등에 주차된 차량의 추돌사고 등을 방지하기 위한 목적으로 차량의 위치를 알리고자 주차 후 좌측 또는 우측의 후미등을 켤 수 있도록 하는 기능"
비엠더블유코리아(주),BMW X5 xDrive40i,2018-10-23,2020-07-18,2020-10-26,"‘자동차 및 자동차부품의 성능과 기준에 관한 규칙’ 제40조의3(주차등) 조항에 따르면, 길이가 600센티미터 이하, 너비가 200센티미터 이하인 자동차에 주차등 설치를 허용하고 있으며, 설치 하려는 때에는 별표6의32 기준을 충족할 것을 요구하고 있습니다. 그리고 동 규칙 제47조 제3항에 따르면, 제40조의3에 규정되지 아니한 등화나 반사기 등을 설치하는 것은 금지되고 있습니다. *주차등: 이면도로 등에 주차된 차량의 추돌사고 등을 방지하기 위한 목적으로 차량의 위치를 알리고자 주차 후 좌측 또는 우측의 후미등을 켤 수 있도록 하는 기능"
비엠더블유코리아(주),BMW X5 xDrive45e iPerformance,2020-06-02,2020-07-21,2020-10-26,"‘자동차 및 자동차부품의 성능과 기준에 관한 규칙’ 제40조의3(주차등) 조항에 따르면, 길이가 600센티미터 이하, 너비가 200센티미터 이하인 자동차에 주차등 설치를 허용하고 있으며, 설치 하려는 때에는 별표6의32 기준을 충족할 것을 요구하고 있습니다. 그리고 동 규칙 제47조 제3항에 따르면, 제40조의3에 규정되지 아니한 등화나 반사기 등을 설치하는 것은 금지되고 있습니다. *주차등: 이면도로 등에 주차된 차량의 추돌사고 등을 방지하기 위한 목적으로 차량의 위치를 알리고자 주차 후 좌측 또는 우측의 후미등을 켤 수 있도록 하는 기능"
비엠더블유코리아(주),BMW X6 M,2019-12-09,2020-07-13,2020-10-26,"‘자동차 및 자동차부품의 성능과 기준에 관한 규칙’ 제40조의3(주차등) 조항에 따르면, 길이가 600센티미터 이하, 너비가 200센티미터 이하인 자동차에 주차등 설치를 허용하고 있으며, 설치 하려는 때에는 별표6의32 기준을 충족할 것을 요구하고 있습니다. 그리고 동 규칙 제47조 제3항에 따르면, 제40조의3에 규정되지 아니한 등화나 반사기 등을 설치하는 것은 금지되고 있습니다. *주차등: 이면도로 등에 주차된 차량의 추돌사고 등을 방지하기 위한 목적으로 차량의 위치를 알리고자 주차 후 좌측 또는 우측의 후미등을 켤 수 있도록 하는 기능"
비엠더블유코리아(주),BMW X6 M50d,2019-08-03,2020-06-09,2020-10-26,"‘자동차 및 자동차부품의 성능과 기준에 관한 규칙’ 제40조의3(주차등) 조항에 따르면, 길이가 600센티미터 이하, 너비가 200센티미터 이하인 자동차에 주차등 설치를 허용하고 있으며, 설치 하려는 때에는 별표6의32 기준을 충족할 것을 요구하고 있습니다. 그리고 동 규칙 제47조 제3항에 따르면, 제40조의3에 규정되지 아니한 등화나 반사기 등을 설치하는 것은 금지되고 있습니다. *주차등: 이면도로 등에 주차된 차량의 추돌사고 등을 방지하기 위한 목적으로 차량의 위치를 알리고자 주차 후 좌측 또는 우측의 후미등을 켤 수 있도록 하는 기능"
비엠더블유코리아(주),BMW X6 M50i,2020-06-16,2020-07-19,2020-10-26,"‘자동차 및 자동차부품의 성능과 기준에 관한 규칙’ 제40조의3(주차등) 조항에 따르면, 길이가 600센티미터 이하, 너비가 200센티미터 이하인 자동차에 주차등 설치를 허용하고 있으며, 설치 하려는 때에는 별표6의32 기준을 충족할 것을 요구하고 있습니다. 그리고 동 규칙 제47조 제3항에 따르면, 제40조의3에 규정되지 아니한 등화나 반사기 등을 설치하는 것은 금지되고 있습니다. *주차등: 이면도로 등에 주차된 차량의 추돌사고 등을 방지하기 위한 목적으로 차량의 위치를 알리고자 주차 후 좌측 또는 우측의 후미등을 켤 수 있도록 하는 기능"
비엠더블유코리아(주),BMW X6 xDrive30d,2019-07-31,2020-07-18,2020-10-26,"‘자동차 및 자동차부품의 성능과 기준에 관한 규칙’ 제40조의3(주차등) 조항에 따르면, 길이가 600센티미터 이하, 너비가 200센티미터 이하인 자동차에 주차등 설치를 허용하고 있으며, 설치 하려는 때에는 별표6의32 기준을 충족할 것을 요구하고 있습니다. 그리고 동 규칙 제47조 제3항에 따르면, 제40조의3에 규정되지 아니한 등화나 반사기 등을 설치하는 것은 금지되고 있습니다. *주차등: 이면도로 등에 주차된 차량의 추돌사고 등을 방지하기 위한 목적으로 차량의 위치를 알리고자 주차 후 좌측 또는 우측의 후미등을 켤 수 있도록 하는 기능"
비엠더블유코리아(주),BMW X6 xDrive40d,2020-07-11,2020-07-27,2020-10-26,"‘자동차 및 자동차부품의 성능과 기준에 관한 규칙’ 제40조의3(주차등) 조항에 따르면, 길이가 600센티미터 이하, 너비가 200센티미터 이하인 자동차에 주차등 설치를 허용하고 있으며, 설치 하려는 때에는 별표6의32 기준을 충족할 것을 요구하고 있습니다. 그리고 동 규칙 제47조 제3항에 따르면, 제40조의3에 규정되지 아니한 등화나 반사기 등을 설치하는 것은 금지되고 있습니다. *주차등: 이면도로 등에 주차된 차량의 추돌사고 등을 방지하기 위한 목적으로 차량의 위치를 알리고자 주차 후 좌측 또는 우측의 후미등을 켤 수 있도록 하는 기능"
비엠더블유코리아(주),BMW X6 xDrive40i,2019-12-17,2020-07-21,2020-10-26,"‘자동차 및 자동차부품의 성능과 기준에 관한 규칙’ 제40조의3(주차등) 조항에 따르면, 길이가 600센티미터 이하, 너비가 200센티미터 이하인 자동차에 주차등 설치를 허용하고 있으며, 설치 하려는 때에는 별표6의32 기준을 충족할 것을 요구하고 있습니다. 그리고 동 규칙 제47조 제3항에 따르면, 제40조의3에 규정되지 아니한 등화나 반사기 등을 설치하는 것은 금지되고 있습니다. *주차등: 이면도로 등에 주차된 차량의 추돌사고 등을 방지하기 위한 목적으로 차량의 위치를 알리고자 주차 후 좌측 또는 우측의 후미등을 켤 수 있도록 하는 기능"
비엠더블유코리아(주),Rolls Royce Phantom,2018-08-10,2020-07-01,2020-10-26,"‘자동차 및 자동차부품의 성능과 기준에 관한 규칙’ 제40조의3(주차등) 조항에 따르면, 길이가 600센티미터 이하, 너비가 200센티미터 이하인 자동차에 주차등 설치를 허용하고 있으며, 설치 하려는 때에는 별표6의32 기준을 충족할 것을 요구하고 있습니다. 그리고 동 규칙 제47조 제3항에 따르면, 제40조의3에 규정되지 아니한 등화나 반사기 등을 설치하는 것은 금지되고 있습니다. *주차등: 이면도로 등에 주차된 차량의 추돌사고 등을 방지하기 위한 목적으로 차량의 위치를 알리고자 주차 후 좌측 또는 우측의 후미등을 켤 수 있도록 하는 기능"
비엠더블유코리아(주),Rolls Royce Phantom,2018-08-28,2020-07-01,2020-10-26,"‘자동차 및 자동차부품의 성능과 기준에 관한 규칙’ 제40조의3(주차등) 조항에 따르면, 길이가 600센티미터 이하, 너비가 200센티미터 이하인 자동차에 주차등 설치를 허용하고 있으며, 설치 하려는 때에는 별표6의32 기준을 충족할 것을 요구하고 있습니다. 그리고 동 규칙 제47조 제3항에 따르면, 제40조의3에 규정되지 아니한 등화나 반사기 등을 설치하는 것은 금지되고 있습니다. *주차등: 이면도로 등에 주차된 차량의 추돌사고 등을 방지하기 위한 목적으로 차량의 위치를 알리고자 주차 후 좌측 또는 우측의 후미등을 켤 수 있도록 하는 기능"
(주)재규어랜드로버코리아,재규어 XJ,2009-10-08,2018-02-16,2020-11-13,전용 진단장비를 이용하여 에어백 컨트롤 모듈(RCM) 소프트웨어의 업데이트 시행 중 비정상적으로 종료될 경우(업데이트가 종료되기 전 진단장비 연결 커넥터가 뽑히는 등) 에어백 컨트롤 모듈 소프트웨어가 초기 설정값으로 되돌아 갈 수 있음.
(주)스즈키씨엠씨,ADDRESS125,2018-06-25,2019-05-21,2020-11-09,후사경(백미러)의 차체 연결부에 방수를 위해 장착되어 있는 고무부츠가 배수가 원활히 되지 않는 구조로 제작 장착되어 수분이 스며들어 방치가 되었을 경우 연결부가 부식될 가능성이 있습니다.
아우디폭스바겐코리아(주),A8 50 TDI qu.,2020-07-17,2020-08-04,2020-10-28,특정 기간 동안 생산/수입된 일부 차량의 운전자지원첨단조향장치(ADASS: Advanced Driver Assistance Steering System) 기능을 위한 스티어링 휠이 공정상의 오류로 인하여 오 사양 부품이 장착 되었습니다. 이는 2019년 12월 31일부로 시행되는 ‘자동차 및 자동차 부품의 성능과 기준에 관한 규칙’ 제89조제2항(조향장치에 대한 기준)의 일부를 준수하지 않아 국내 자동차 안전 기준을 충족하지 않습니다.
(주)재규어랜드로버코리아,레인지로버 스포츠 SDV6,2019-09-03,2019-12-19,2020-11-06,타이어공기압경고장치(TPMS) 관련 소프트웨어 설정오류로 타이어공기압이 기준 이하로 감소 시 타이어공기압경고장치 표시장치의 식별부호를『자동차 및 자동차부품의 성능과 기준에 관한 규칙』제88조의3(타이어공기압경고장치)에서 정한 시간 내에 점등시키지 않음.
(주)재규어랜드로버코리아,레인지로버 스포츠 P400e,2019-07-09,2019-07-09,2020-11-06,타이어공기압경고장치(TPMS) 관련 소프트웨어 설정오류로 타이어공기압이 기준 이하로 감소 시 타이어공기압경고장치 표시장치의 식별부호를『자동차 및 자동차부품의 성능과 기준에 관한 규칙』제88조의3(타이어공기압경고장치)에서 정한 시간 내에 점등시키지 않음.
혼다코리아(주),CBR1000ST,2020-06-02,2020-06-02,2020-11-10,변속 페달 고정 볼트가 제대로 체결 되지 않았다.
아우디폭스바겐코리아(주),A6 40 TDI,2019-10-01,2020-01-14,2020-11-06,"특정 기간 동안 PDI 센터(인도 전 차량 검사소:평택항 소재)에서 스타터알터네이터(발전기) 교체의 시정 조치 완료된 일부 차량들 가운데 스타터알터네이터의 B+ 터미널(배터리 측 ‘+’ 단자 연결부) 체결 너트가 정비 오류로 인하여 규정 토크(20N/m)에 미달하여 조립되었을 가능성이 있습니다. 이러한 경우, 사용 기간 중 체결 부위가 느슨해질 수 있으며, 이로 인하여 배터리 충전이 불 충분하여 방전될 수 있습니다. 또한 부분적으로 과열 현상이 발생할 수 있습니다."
아우디폭스바겐코리아(주),A6 40 TDI Premium,2019-10-01,2020-01-10,2020-11-06,"특정 기간 동안 PDI 센터(인도 전 차량 검사소:평택항 소재)에서 스타터알터네이터(발전기) 교체의 시정 조치 완료된 일부 차량들 가운데 스타터알터네이터의 B+ 터미널(배터리 측 ‘+’ 단자 연결부) 체결 너트가 정비 오류로 인하여 규정 토크(20N/m)에 미달하여 조립되었을 가능성이 있습니다. 이러한 경우, 사용 기간 중 체결 부위가 느슨해질 수 있으며, 이로 인하여 배터리 충전이 불 충분하여 방전될 수 있습니다. 또한 부분적으로 과열 현상이 발생할 수 있습니다."
아우디폭스바겐코리아(주),A6 40 TDI qu. Premium,2019-11-27,2020-01-27,2020-11-06,"특정 기간 동안 PDI 센터(인도 전 차량 검사소:평택항 소재)에서 스타터알터네이터(발전기) 교체의 시정 조치 완료된 일부 차량들 가운데 스타터알터네이터의 B+ 터미널(배터리 측 ‘+’ 단자 연결부) 체결 너트가 정비 오류로 인하여 규정 토크(20N/m)에 미달하여 조립되었을 가능성이 있습니다. 이러한 경우, 사용 기간 중 체결 부위가 느슨해질 수 있으며, 이로 인하여 배터리 충전이 불 충분하여 방전될 수 있습니다. 또한 부분적으로 과열 현상이 발생할 수 있습니다."
아우디폭스바겐코리아(주),A6 45 TFSI qu.,2019-08-02,2020-02-10,2020-11-06,"특정 기간 동안 PDI 센터(인도 전 차량 검사소:평택항 소재)에서 스타터알터네이터(발전기) 교체의 시정 조치 완료된 일부 차량들 가운데 스타터알터네이터의 B+ 터미널(배터리 측 ‘+’ 단자 연결부) 체결 너트가 정비 오류로 인하여 규정 토크(20N/m)에 미달하여 조립되었을 가능성이 있습니다. 이러한 경우, 사용 기간 중 체결 부위가 느슨해질 수 있으며, 이로 인하여 배터리 충전이 불 충분하여 방전될 수 있습니다. 또한 부분적으로 과열 현상이 발생할 수 있습니다."
아우디폭스바겐코리아(주),A6 45 TFSI qu. Premium,2019-10-18,2020-02-28,2020-11-06,"특정 기간 동안 PDI 센터(인도 전 차량 검사소:평택항 소재)에서 스타터알터네이터(발전기) 교체의 시정 조치 완료된 일부 차량들 가운데 스타터알터네이터의 B+ 터미널(배터리 측 ‘+’ 단자 연결부) 체결 너트가 정비 오류로 인하여 규정 토크(20N/m)에 미달하여 조립되었을 가능성이 있습니다. 이러한 경우, 사용 기간 중 체결 부위가 느슨해질 수 있으며, 이로 인하여 배터리 충전이 불 충분하여 방전될 수 있습니다. 또한 부분적으로 과열 현상이 발생할 수 있습니다."
한국지엠주식회사,트래버스,2020-01-04,2020-01-04,2020-11-20,업체의 조립라인 공정에서 소프트웨어 검증 로직(error proofing)의 오류로 인해 어큐뮬레이터 커버의 고정 볼트 4개 중 2개가 미체결된 상태로 공정이 진행 되었을 가능성이 있음.
지엠아시아퍼시픽지역본부 주식회사,에스컬레이드,2017-06-22,2017-06-22,2020-11-20,전자식 브레이크 컨트롤 모듈의 기능 중 제동력을 보완하는 보조 브레이크 부스팅 기능의 최저 속도 작동 시점의 설정이 적절하지 않아 주행 중 제동 시 정차 시점에서 적절히 작동하지 않을 가능성이 있어 안전운행에 영향을 줄 수 있음.
다임러트럭코리아(주),유니목 U530,2015-08-01,2019-07-02,2020-11-13,"차량 개발단계에서 차체 프레임 아래 장착된 차량전면 등화장치 관련 배선(전조등, 안개등, 방향지시등)이 온도가 높은 배기관과 접촉하여 손상될 가능성이 발견되었습니다."
다임러트럭코리아(주),유니목 U5023,2020-04-28,2020-04-28,2020-11-13,차량 개발단계에서 일부 유니목 뒷 차축 양쪽 브레이크 실린더와 캘리퍼 연결부 너트가 불충분한 조임토크로 인해 풀릴 가능성이 발견되었습니다.
(주)볼보자동차코리아,S60,2011-05-26,2018-02-16,2020-11-16,"국내로 병행 수입된 볼보자동차의2010 ~ 2018년식 S60, S80, V60, V60CC, XC60, XC70 차량 일부 에서 앞 좌석(운전석, 조수석) 바깥쪽에 장착된 안전 벨트 패스트너(Seat Belt Fastener)와 연결된 고정 케이블의 내구성이 충분하지 않은 것으로 확인되었습니다. 이에 탑승자가 좌석 높낮이를 조정하는 등의 반복적 사용 시 해당 케이블이 손상될 가능성이 있습니다. 본 결함 시정의 대상 차량과 동일한 모델의 국내 정식 수입 및 판매 차량은 허리 안전 벨트 프리텐셔너(Lap belt pretensioner) 장착 유무에 따른 안전벨트 사양이 달라 구조적인 차이가 있기 때문에 결함 시정 대상에 포함되지 않습니다."
(주)볼보자동차코리아,S80,2009-10-21,2013-03-13,2020-11-16,"국내로 병행 수입된 볼보자동차의2010 ~ 2018년식 S60, S80, V60, V60CC, XC60, XC70 차량 일부 에서 앞 좌석(운전석, 조수석) 바깥쪽에 장착된 안전 벨트 패스트너(Seat Belt Fastener)와 연결된 고정 케이블의 내구성이 충분하지 않은 것으로 확인되었습니다. 이에 탑승자가 좌석 높낮이를 조정하는 등의 반복적 사용 시 해당 케이블이 손상될 가능성이 있습니다. 본 결함 시정의 대상 차량과 동일한 모델의 국내 정식 수입 및 판매 차량은 허리 안전 벨트 프리텐셔너(Lap belt pretensioner) 장착 유무에 따른 안전벨트 사양이 달라 구조적인 차이가 있기 때문에 결함 시정 대상에 포함되지 않습니다."
(주)볼보자동차코리아,V60,2017-08-17,2018-01-05,2020-11-16,"국내로 병행 수입된 볼보자동차의2010 ~ 2018년식 S60, S80, V60, V60CC, XC60, XC70 차량 일부 에서 앞 좌석(운전석, 조수석) 바깥쪽에 장착된 안전 벨트 패스트너(Seat Belt Fastener)와 연결된 고정 케이블의 내구성이 충분하지 않은 것으로 확인되었습니다. 이에 탑승자가 좌석 높낮이를 조정하는 등의 반복적 사용 시 해당 케이블이 손상될 가능성이 있습니다. 본 결함 시정의 대상 차량과 동일한 모델의 국내 정식 수입 및 판매 차량은 허리 안전 벨트 프리텐셔너(Lap belt pretensioner) 장착 유무에 따른 안전벨트 사양이 달라 구조적인 차이가 있기 때문에 결함 시정 대상에 포함되지 않습니다."
(주)볼보자동차코리아,V60CC,2018-02-23,2018-02-23,2020-11-16,"국내로 병행 수입된 볼보자동차의2010 ~ 2018년식 S60, S80, V60, V60CC, XC60, XC70 차량 일부 에서 앞 좌석(운전석, 조수석) 바깥쪽에 장착된 안전 벨트 패스트너(Seat Belt Fastener)와 연결된 고정 케이블의 내구성이 충분하지 않은 것으로 확인되었습니다. 이에 탑승자가 좌석 높낮이를 조정하는 등의 반복적 사용 시 해당 케이블이 손상될 가능성이 있습니다. 본 결함 시정의 대상 차량과 동일한 모델의 국내 정식 수입 및 판매 차량은 허리 안전 벨트 프리텐셔너(Lap belt pretensioner) 장착 유무에 따른 안전벨트 사양이 달라 구조적인 차이가 있기 때문에 결함 시정 대상에 포함되지 않습니다."
(주)볼보자동차코리아,XC60,2009-09-24,2017-06-30,2020-11-16,"국내로 병행 수입된 볼보자동차의2010 ~ 2018년식 S60, S80, V60, V60CC, XC60, XC70 차량 일부 에서 앞 좌석(운전석, 조수석) 바깥쪽에 장착된 안전 벨트 패스트너(Seat Belt Fastener)와 연결된 고정 케이블의 내구성이 충분하지 않은 것으로 확인되었습니다. 이에 탑승자가 좌석 높낮이를 조정하는 등의 반복적 사용 시 해당 케이블이 손상될 가능성이 있습니다. 본 결함 시정의 대상 차량과 동일한 모델의 국내 정식 수입 및 판매 차량은 허리 안전 벨트 프리텐셔너(Lap belt pretensioner) 장착 유무에 따른 안전벨트 사양이 달라 구조적인 차이가 있기 때문에 결함 시정 대상에 포함되지 않습니다."
(주)볼보자동차코리아,XC70,2011-08-19,2011-08-19,2020-11-16,"국내로 병행 수입된 볼보자동차의2010 ~ 2018년식 S60, S80, V60, V60CC, XC60, XC70 차량 일부 에서 앞 좌석(운전석, 조수석) 바깥쪽에 장착된 안전 벨트 패스트너(Seat Belt Fastener)와 연결된 고정 케이블의 내구성이 충분하지 않은 것으로 확인되었습니다. 이에 탑승자가 좌석 높낮이를 조정하는 등의 반복적 사용 시 해당 케이블이 손상될 가능성이 있습니다. 본 결함 시정의 대상 차량과 동일한 모델의 국내 정식 수입 및 판매 차량은 허리 안전 벨트 프리텐셔너(Lap belt pretensioner) 장착 유무에 따른 안전벨트 사양이 달라 구조적인 차이가 있기 때문에 결함 시정 대상에 포함되지 않습니다."
에프씨에이코리아(주),300C,2015-02-23,2017-07-06,2020-10-30,동차의 후부반사기가 자동차 안전기준에서 규정(자동차 및 자동차부품의 성능과 기준에 관한 규칙 제 49조에 상응하는 UN R3)하는 반사성능에 미치지 못함
현대자동차(주),투싼(TL),2018-02-27,2019-12-07,2020-11-24,HECU 모듈 내 회로 기판의 전기적 합선 (합선 원인 조사 중)
기아자동차(주),스팅어(CK),2018-05-17,2019-04-30,2020-11-24,HECU 모듈 내 회로 기판의 전기적 합선 (합선 원인 조사 중)
한불모터스(주),DS3 Crossback 1.5 BlueHDi,2020-08-27,2020-08-27,2020-11-17,차량 제작 과정에서 좌측 주간 주행등의 커넥터 핀이 불량한 상태로 차량에 장착되어 있을 가능성이 있어 좌측 주간 주행등이 작동하지 않을 수 있습니다. 이는 [자동차 및 자동차부품의 성능과 기준에 관한 규칙]제38조의 4에서 정하고 있는 기준에 부적합 합니다.
한불모터스(주),Peugeot e-208 Electric,2020-07-05,2020-09-16,2020-11-17,생산 라인의 조립 과정에서 작업자의 실수로 국내 안전 기준 [자동차 및 자동차부품의 성능과 기준에 관한 규칙] 제108조에서 정하는 기준에 부적합한 센터콘솔(내부격실문)이 장착되었습니다.
한불모터스(주),Peugeot e-208 Electric,2020-09-11,2020-09-11,2020-11-17,생산 라인의 조립 과정에서 작업자의 실수로 국내 안전 기준 [자동차 및 자동차부품의 성능과 기준에 관한 규칙] 제108조에서 정하는 기준에 부적합한 센터콘솔(내부격실문)이 장착되었습니다.
메르세데스벤츠코리아(주),GLA 220,2019-05-20,2019-05-28,2020-11-20,"생산 조립 공정 오류로 인하여 전방 퓨즈 박스의 차체 연결부 너트가 제대로 조여지지 않은 상태로 장착되었을 수 있습니다. 전방 퓨즈 박스가 차체에 제대로 고정되지 않은 경우 주행 중 전방 퓨즈 박스에 진동이 발생될 수 있고, 진동으로 인한 전방 퓨즈 박스 내 퓨즈가 손상될 수 있습니다."
메르세데스벤츠코리아(주),GLE 300 d 4MATIC,2018-07-12,2020-07-23,2020-11-20,"뒷좌석 중앙 안전벨트 버클과 시트 쿠션의 설계 오류로 인해 안전벨트 버클이 시트 쿠션의 틈새에 들어갈 수 있습니다. 안전벨트 버클이 시트 쿠션의 틈새에 들어갈 경우, 승객이 안전벨트를 착용하지 못할 수 있습니다."
메르세데스벤츠코리아(주),GLE 350 4MATIC,2019-11-15,2019-11-15,2020-11-20,"뒷좌석 중앙 안전벨트 버클과 시트 쿠션의 설계 오류로 인해 안전벨트 버클이 시트 쿠션의 틈새에 들어갈 수 있습니다. 안전벨트 버클이 시트 쿠션의 틈새에 들어갈 경우, 승객이 안전벨트를 착용하지 못할 수 있습니다."
메르세데스벤츠코리아(주),GLE 450 4MATIC,2018-08-01,2020-07-24,2020-11-20,"뒷좌석 중앙 안전벨트 버클과 시트 쿠션의 설계 오류로 인해 안전벨트 버클이 시트 쿠션의 틈새에 들어갈 수 있습니다. 안전벨트 버클이 시트 쿠션의 틈새에 들어갈 경우, 승객이 안전벨트를 착용하지 못할 수 있습니다."
메르세데스벤츠코리아(주),AMG GLE 53 4MATIC +,2019-10-15,2020-07-06,2020-11-20,"뒷좌석 중앙 안전벨트 버클과 시트 쿠션의 설계 오류로 인해 안전벨트 버클이 시트 쿠션의 틈새에 들어갈 수 있습니다. 안전벨트 버클이 시트 쿠션의 틈새에 들어갈 경우, 승객이 안전벨트를 착용하지 못할 수 있습니다."
메르세데스벤츠코리아(주),GLE 400 d 4MATIC,2019-07-23,2020-07-24,2020-11-20,"뒷좌석 중앙 안전벨트 버클과 시트 쿠션의 설계 오류로 인해 안전벨트 버클이 시트 쿠션의 틈새에 들어갈 수 있습니다. 안전벨트 버클이 시트 쿠션의 틈새에 들어갈 경우, 승객이 안전벨트를 착용하지 못할 수 있습니다."
메르세데스벤츠코리아(주),GLE 350 e 4MATIC,2020-03-25,2020-03-25,2020-11-20,"뒷좌석 중앙 안전벨트 버클과 시트 쿠션의 설계 오류로 인해 안전벨트 버클이 시트 쿠션의 틈새에 들어갈 수 있습니다. 안전벨트 버클이 시트 쿠션의 틈새에 들어갈 경우, 승객이 안전벨트를 착용하지 못할 수 있습니다."
메르세데스벤츠코리아(주),AMG GLE 53 4MATIC+,2019-11-01,2020-07-09,2020-11-20,"뒷좌석 중앙 안전벨트 버클과 시트 쿠션의 설계 오류로 인해 안전벨트 버클이 시트 쿠션의 틈새에 들어갈 수 있습니다. 안전벨트 버클이 시트 쿠션의 틈새에 들어갈 경우, 승객이 안전벨트를 착용하지 못할 수 있습니다."
메르세데스벤츠코리아(주),AMG GLE 63 S 4MATIC,2019-11-04,2020-02-19,2020-11-20,"뒷좌석 중앙 안전벨트 버클과 시트 쿠션의 설계 오류로 인해 안전벨트 버클이 시트 쿠션의 틈새에 들어갈 수 있습니다. 안전벨트 버클이 시트 쿠션의 틈새에 들어갈 경우, 승객이 안전벨트를 착용하지 못할 수 있습니다."
